10005	0.0646
100027	0.0583
100037	0.287
100038	0.291
100039	0.27
100042	0.075
100044	0.062
100046	0.134
100048	0.186
100049	0.093
100053	0.145
100057	0
100059	0
100061	0.103
100063	0.139
100064	0.115
100066	0.169
100067	0.095
100068	0.135
100071	0.36
100070	0.154
100074	0.226
100080  0.06
